,0
Bellulia,4
Bellura,60
Belocephalus,3
Belonochilus,9
Belonocnema,14
Belonogaster,5
Belonuchus,1
Belostoma,40
Belotus,6
Belvosia,16
Bematha,2
Bematistes,4
Bembecia,9
Bembecinus,1
Bembidion,47
Bembix,119
Bemisia,7
Bena,12
Bendis,2
Bendisodes,6
Benhamyia,40
Bennigsenium,1
Beosus,14
Beraea,1
Berberis,9
Berberomeloe,25
Berchemia,1
Berginus,6
Beris,3
Berisina,1
Berlandiera,4
Bermius,3
Berosus,15
Berta,14
Bertamyia,4
Berteroa,1
Bertholdia,37
Bertkauia,1
Bertsa,1
Bertula,21
Berytinus,4
Berzercon,1
Besbicus,17
Besma,229
Beta,2
Betasyrphus,3
Bethelium,17
Betula,6
Betulapion,1
Betuloxys,1
Bezu,2
Bezzia,1
Bhatia,1
Bia,5
Bibarrambla,110
Bibasis,13
Bibio,132
Bibiodes,1
Biblis,223
Bicilia,4
Bicolorana,17
Bicyclus,56
Bicyrtes,87
Bidens,63
Bifidoprionus,2
Bignonia,1
Bijugis,1
Billaea,1
Bilobata,2
Bimia,1
Bindahara,2
Biocellata,1
Biorhiza,10
Biphyllus,1
Biprorulus,1
Bipuncticoris,12
Bipunctiphorus,1
Bireta,2
Birthamula,12
Bisigna,1
Bisnius,2
Biston,366
Bistorta,5
Bithia,1
Bitoma,16
Bittacomorpha,135
Bittacomorphella,1
Bittacus,25
Bituminaria,1
Biturix,1
Bityla,6
Blaberus,24
Blaesodiplosis,1
Blaesoxipha,1
Blaps,18
Blapstinus,10
Blaptica,4
Blapton,1
Blaste,20
Blastesthia,1
Blasticorhinus,10
Blastobasis,251
Blastopsylla,14
Blatella,2
Blatta,208
Blattella,167
Bledius,7
Blemus,1
Blenina,12
Blennogeneris,5
Blepephaeus,2
Blepharida,23
Blepharidopterus,8
Blepharita,7
Blepharomastix,335
Blepharopsis,19
Blephilia,3
Blepiarda,2
Bleptina,235
Blera,14
Blethisa,2
Bletilla,1
Blindus,1
Blissus,10
Blitopertha,8
Bloomeria,1
Blosyropus,8
Blosyrus,2
Boarmia,18
Bobilla,3
Bocana,6
Bocchoris,35
Bocchus,4
Bocula,21
Bocundostethus,1
Bocydium,3
Boechera,2
Boehmeria,2
Boeotarcha,2
Bogotacris,2
Bohemannia,1
Boisea,1021
Bolbaffer,1
Bolbelasmus,6
Bolbocerastes,6
Bolbocerosoma,15
Bolboleaus,1
Bolboneura,12
Bolborhombus,2
Bolitobius,2
Bolitophagiella,1
Bolitophagus,12
Bolitotherus,62
Bolivaria,1
Bolivarius,1
Bolla,17
Boloria,673
Bombomyia,3
Bombus,10282
Bombycopsis,1
Bombylella,4
Bombyliopsis,4
Bombylisoma,1
Bombylius,529
Bombyx,18
Bondia,22
Bonnetia,1
Booneacris,8
Boopedon,24
Bootettix,27
Borago,3
Borbacha,2
Borbo,33
Boreioglycaspis,6
Borencona,1
Boreoides,17
Boreonectes,5
Boreothrinax,18
Boreus,14
Borkhausenia,19
Borneodrymus,2
Borocera,2
Borrichia,2
Borysthenes,3
Bosara,8
Boschella,2
Bostra,6
Bostrichus,2
Bostrychoplites,1
Botanochara,4
Bothriocera,9
Bothrocalvia,9
Bothrogonia,26
Bothrophora,2
Bothroponera,2
Bothrotes,17
Bothynoderes,2
Bothynotus,1
Bothynus,1
Botocudo,2
Botyodes,25
Bouea,1
Bougainvillea,59
Bouteloua,7
Bouvardia,3
Bovicola,5
Boyeria,134
Bracca,9
Bracharoa,1
Brachaspis,29
Brachiacantha,65
Brachinus,36
Brachmia,1
Brachodes,6
Brachyacma,16
Brachycarenus,10
Brachycaudus,2
Brachycentrus,1
Brachycerus,10
Brachychiton,2
Brachycoleus,4
Brachycyrtus,1
Brachyderes,1
Brachydeutera,1
Brachydiplax,66
Brachygaster,1
Brachygastra,148
Brachyglottis,7
Brachygonia,2
Brachyinsara,1
Brachyleptura,25
Brachylinga,2
Brachylomia,7
Brachymeria,6
Brachymesia,890
Brachymyrmex,37
Brachynemurus,49
Brachynomada,3
Brachynopus,2
Brachynotocoris,1
Brachyolus,3
Brachypalpoides,1
Brachypalpus,3
Brachypanorpa,2
Brachypelma,1
Brachypera,1
Brachyplatys,14
Brachyponera,6
Brachypremna,2
Brachypsectra,1
Brachyptera,1
Brachypterolus,1
Brachypteroma,1
Brachypterus,7
Brachyrhynchus,2
Brachys,13
Brachysomida,13
Brachysternus,1
Brachystethus,9
Brachystola,119
Brachystylus,2
Brachyta,2
Brachythemis,158
Brachythops,1
Brachytron,52
Brachytrupes,16
Bracon,1
Bradina,12
Bradinopyga,31
Bradybatus,1
Bradycellus,5
Bradycinetulus,3
Bradynotes,9
Bradyporus,2
Braggia,2
Brahmaea,10
Brana,9
Brangas,15
Branta,1
Brasema,1
Brasiella,1
Brassica,58
Brassolis,5
Braunsapis,3
Brechmorhoga,201
Brenthia,5
Brenthis,96
Brentiscerus,11
Brentus,20
Brephidium,918
Brephilydia,1
Brevicera,8
Brevicoryne,91
Brihaspa,1
Brintesia,100
Britha,2
Brithys,39
Brithysana,1
Brochymena,176
Brodiaea,1
Bromius,6
Bromophila,7
Bromus,5
Brontopriscus,1
Brontostoma,1
Brooksetta,2
Brothylus,12
Brounopsis,1
Bruceia,12
Bruchidius,49
Bruchomorpha,2
Bruchus,14
Brucita,1
Brullea,2
Brumoides,4
Brumus,1
Bruneria,1
Brunia,106
Brunneria,34
Brunotartessus,1
Brymblia,2
Bryobia,1
Bryodemina,5
Bryolymnia,83
Bryophila,2
Bryophilina,2
Bryoptera,1
Bryotropha,18
Buathra,1
Bubas,5
Bubopsis,1
Bucculatrix,46
Buchananiella,3
Bucrates,5
Buddleja,138
Buforania,1
Buglossoides,1
Bulaea,2
Bulbinella,1
Bulia,196
Bunaea,23
Bunaeopsis,5
Bungalotis,3
Bupalus,6
Buprestis,190
Burara,12
Burgena,1
Burmagomphus,3
Bursinia,1
Burtinus,5
Buteo,2
Butomus,1
Buxus,3
Buyda,1
Buzara,32
Byasa,7
Byblia,36
Byctiscus,12
Byrrhopsis,2
Byrrhus,5
Byrsonima,1
Byrsotria,1
Bystus,1
Byturus,36
Cabares,92
Cabera,239
Cacama,30
Caccobius,1
Cacephatus,5
Caciomorpha,1
Cacodacnus,2
Cacoecimorpha,5
Cacoides,1
Caconemobius,1
Caconeura,1
Cacopsylla,68
Cacoscelis,1
Cacostola,2
Cacotherapia,6
Cacoxenus,1
Cacozelia,25
Cactoblastis,6
Cactophagus,106
Cacyreus,121
Cadarena,12
Cadmus,2
Cadphises,1
Cadra,4
Caduca,7
Cadurca,1
Caedicia,244
Caeneressa,7
Caenia,37
Caenocoris,15
Caenurgia,193
Caenurgina,773
Caeparia,1
Caeruleuptychia,2
Caesalpinia,4
Cafius,17
Cahela,1
Caio,5
Cakile,8
Caladonus,8
Calameuta,11
Calamia,3
Calamidia,8
Calamobius,8
Calamodes,1
Calamosternus,1
Calamotropha,21
Calanthemis,1
Calathus,86
Calathusa,33
Calcager,3
Caledia,2
Caledonandra,1
Caledopteryx,2
Calendula,5
Calephelis,513
Calephorus,1
Calesia,7
Caleta,27
Calguia,7
Caliadurgus,2
Caliaeschna,5
Calicnemia,12
Calicotis,1
Calidea,6
Calidota,2
Calidris,2
Caligatus,1
Caligo,192
Caligula,11
Calinda,1
Calindoea,15
Calineuria,2
Caliobius,1
Caliothrips,5
Caliphaea,1
Caliprobola,2
Caliroa,23
Caliscelis,3
Calisto,46
Calitys,1
Callabraxas,1
Callajoppa,1
Callambulyx,14
Calledapteryx,130
Calleida,15
Callerebia,7
Calletaera,24
Calleulype,1
Calliandra,1
Callibaetis,77
Callibia,1
Callibotys,1
Callicarpa,1
Callichila,1
Callichroma,2
Callicore,75
Callidiellum,3
Callidiopis,6
Callidium,9
Callidrepana,6
Callidula,2
Calligaster,2
Calligrapha,534
Callima,5
Callimenellus,1
Callimormus,13
Callimorpha,45
Callimoxys,33
Callindra,2
Callinicus,7
Calliodes,1
Callionima,18
Callionyma,1
Calliopsis,20
Calliopum,2
Calliphara,4
Calliphora,235
Calliphoroides,9
Callipogon,27
Calliprason,19
Calliprora,9
Calliptamus,56
Callirhinus,1
Callirhipis,1
Callirhoe,13
Callirhopalus,1
Callirhytis,383
Callisphyris,1
Callistege,45
Callistemon,10
Callistethus,30
Callisthenes,14
Callistochroma,1
Callistoleon,1
Callistus,2
Calliteara,158
Callitettix,3
Callizyga,2
Callizzia,77
Calloides,1
Callomyia,3
Callona,1
Callophrys,2245
Callopistria,348
Callopistromyia,28
Callosamia,262
Calluga,2
Calluna,3
Callyna,12
Callyntra,3
Callytron,1
Calobatina,6
Calochortus,8
Calochromus,4
Calochrysa,1
Calocoris,35
Calodesma,1
Calognathus,1
Calomacraspis,12
Calomela,6
Calomera,9
Calomicrus,1
Calomycterus,8
Calonola,1
Calonotos,2
Caloparyphus,2
Calophasia,55
Calophlebia,3
Calophya,79
Calopompilus,4
Calopteron,382
Calopteryx,2890
Caloptilia,415
Calopus,6
Caloreas,4
Caloschemia,1
Calosoma,430
Calospila,3
Calotarsa,1
Calotomus,1
Calpodes,173
Caltoris,14
Calvia,70
Calybe,1
Calybites,4
Calycomyza,4
Calycopis,1279
Calydna,10
Calylophus,4
Calymera,14
Calymniops,1
Calyptocarpus,1
Calyptoproctus,15
Calyptra,55
Calyptridium,6
Calystegia,3
Camacinia,17
Camassia,3
Camellia,3
Camelobaetidius,2
Camelopsocus,1
Cameraria,65
Camerunia,1
Camiarites,3
Camnula,96
Campaea,738
Campanula,8
Campiglossa,6
Campimoptilum,2
Campion,6
Camponotus,1669
Campoplex,3
Campsis,3
Campsomeriella,7
Campsomeris,233
Campsosternus,10
Camptochilus,3
Camptogramma,103
Camptomastix,26
Camptonotus,29
Camptopus,13
Camptorhinus,3
Camptozada,1
Camptozygum,1
Campylacantha,7
Campylenchia,36
Campylomma,2
Campyloneura,41
Campylotes,2
Canarsia,22
Candalides,10
Canephora,3
Cangetta,11
Cania,21
Canidia,1
Canipsa,1
Canis,1
Canna,5
Cannaphila,82
Cantacader,2
Cantao,20
Cantharis,302
Cantharocnemis,1
Canthelea,1
Canthidium,12
Canthon,106
Canucha,5
Canuza,2
Caphys,8
Capis,23
Capitites,1
Capitophorus,2
Capnia,2
Capnobotes,27
Capnochroa,5
Capnodis,29
Capparimyia,1
Capparis,2
Capperia,4
Capraita,54
Capraria,1
Caprona,6
Capsicum,3
Capsodes,11
Capsula,20
Capsus,11
Capua,35
Capucina,1
Capusa,21
Capys,2
Carabus,484
Caracara,1
Caradrina,102
Carales,13
Caranilla,1
Carausius,69
Carbula,14
Carcharodus,111
Carcina,30
Carcinocephalus,2
Carcinophora,2
Carcinops,3
Cardamine,10
Cardamyla,7
Cardiaspina,6
Cardinalis,1
Cardiocondyla,33
Cardiophorus,9
Cardiosis,1
Cardiospermum,1
Carduus,39
Carea,19
Carebara,5
Carectocultus,6
Carex,2
Cargida,2
Caria,110
Caribarctia,1
Cariblatta,2
Carica,5
Caridops,1
Carientothrips,1
Carige,1
Carineta,1
Caripeta,354
Carlina,4
Carlisis,2
Carmenta,48
Carmichaelia,7
Carmona,1
Carneades,1
Carnegiea,1
Carolana,8
Carolella,2
Carolinaia,1
Carpatolechia,6
Carpelimus,1
Carphephorus,1
Carpinus,2
Carpobrotus,5
Carpocoris,128
Carpomya,1
Carpophilus,34
Carposina,17
Carrhenes,20
Carria,1
Carriola,36
Carsia,5
Cartaletis,1
Carteris,1
Carterocephalus,175
Cartodere,17
Cartomothrips,1
Carulaspis,1
Carya,12
Caryanda,1
Caryobruchus,2
Caryocolum,7
Caryomyia,4
Carystoides,3
Carystoterpa,15
Casama,1
Casbia,15
Cascera,3
Casilda,1
Casimiroa,2
Casmara,4
Cassia,1
Cassida,153
Cassionympha,9
Cassytha,1
Castalius,53
Castanopsides,4
Castanopsis,1
Castiarina,2
Castilia,59
Castilleja,4
Castnia,1
Castniomera,21
Castolus,4
Castrica,1
Castulo,1
Casuariclystis,2
Casuarina,3
Casuarinicola,11
Catabena,23
Catabenoides,11
Catacanthus,3
Cataclysta,18
Catacometes,8
Catacroptera,2
Catada,6
Catadoceta,4
Cataglyphis,32
Catalpa,2
Catamacta,2
Catamerus,1
Catamola,1
Catananche,1
Catapaecilma,2
Catapionus,1
Catapodium,1
Catarhoe,7
Catastega,56
Catastia,4
Catasticta,446
Cataulacus,1
Catephia,8
Catharosia,1
Catharsius,10
Cathartosilvanus,1
Cathyalia,1
Cathydata,2
Catoblepia,3
Catocala,2017
Catochrysops,43
Catocyclotis,4
Catodryobiolus,5
Catoeme,1
Catogenus,12
Catonephele,65
Catonia,23
Catops,2
Catopsilia,273
Catoptes,12
Catoptria,63
Catopyrops,16
Catorhintha,78
Catoria,16
Catoxantha,1
Catuna,14
Cauchas,14
Caudatella,1
Caudellia,1
Caulocampus,1
Caulophilus,1
Caulopsis,1
Caupolicana,1
Caura,1
Cautethia,1
Cavariella,1
Caviria,1
Cayratia,1
Caystrus,12
Cazira,1
Ceanothia,4
Ceanothus,36
Cebysa,30
Cecharismena,11
Cechenena,17
Cechetra,3
Cecidochares,1
Cecidomyia,2
Cecidomyiidae,1
Cecropia,10
Cedestis,5
Cedusa,12
Ceiba,1
Ceira,1
Celaena,10
Celaenorrhinus,50
Celastrina,2515
Celatoblatta,32
Celebargiolestes,2
Celebia,1
Celebothemis,1
Celenna,44
Celerena,3
Celeriblattina,6
Celina,1
Celiptera,43
Celithemis,2567
Celmia,3
Celmisia,5
Celonites,1
Celosia,3
Celotes,56
Celticecis,25
Celtis,13
Celypha,54
Celyphus,1
Cemus,2
Cenaeus,1
Cenochlora,1
Cenoloba,1
Cenopis,325
Centaurea,105
Centaurium,1
Centranthus,6
Centratherum,25
Centrinites,1
Centrinopus,1
Centris,61
Centroberyx,15
Centrocoris,14
Centrodera,54
Centromadia,1
Centronopus,4
Centrotus,23
Cephalanthus,28
Cephalaria,1
Cephalissa,2
Cephaloconus,2
Cephalodynerus,1
Cephaloon,5
Cephalops,1
Cephalotaxus,1
Cephalotes,27
Cephalotrigona,6
Cephennodes,1
Cepheuptychia,3
Cephitinea,3
Cephonodes,54
Cephrenes,27
Cephus,2
Cepora,58
Cepphis,72
Cerace,2
Ceraclea,7
Ceracris,8
Ceraeochrysa,4
Ceraleptus,7
Cerambyx,117
Ceramica,17
Ceramida,1
Ceranemota,3
Cerapachys,1
Cerapterus,2
Cerapteryx,15
Cerasana,2
Ceraspis,6
Cerastipsocus,112
Cerastis,122
Cerastium,2
Cerasus,1
Ceratagallia,3
Cerathosia,27
Ceratina,92
Ceratinia,2
Ceratitis,66
Ceratobaeus,3
Ceratocanthus,1
Ceratocapsus,11
Ceratocilia,1
Ceratocombus,3
Ceratocrania,1
Ceratodalia,21
Ceratogastra,1
Ceratogomphus,8
Ceratomantis,3
Ceratomegilla,1
Ceratomerus,1
Ceratomia,809
Ceratonema,2
Ceratonyx,12
Ceratophaga,2
Ceratophyus,1
Ceratopos,1
Ceratrichia,1
Ceraturgus,9
Cerautola,6
Cerceris,90
Cercidium,1
Cercion,1
Cercis,3
Cercocarpus,5
Cercopis,137
Cercyon,17
Cercyonis,1193
Cerdistus,3
Cerenopus,11
Ceresa,85
Ceresium,9
Ceriagrion,212
Ceriana,10
Cerinthe,1
Cerma,189
Cermatulus,48
Cernia,15
Cernotina,1
Cerobasis,30
Cerocala,1
Cerococcus,3
Ceroctena,9
Ceroctis,5
Cerodirphia,4
Cerodolus,3
Cerodontha,7
Cerogenes,15
Cerogria,4
Ceropales,5
Ceroplastes,53
Ceroplesis,6
Ceroprepes,10
Ceropria,5
Cerosterna,1
Cerotainia,9
Cerotoma,50
Ceroxys,19
Certallum,6
Certhia,2
Certonotus,8
Ceruchus,29
Cerura,62
Cerylon,1
Cerynea,38
Ceryx,3
Cestrum,2
Cethosia,75
Cetonia,221
Cetonischema,1
Ceuthophilus,112
Ceutorhynchus,16
Ceylalictus,1
Chabula,6
Chadisra,6
Chaenactis,14
Chaerodes,4
Chaetaglaea,7
Chaetedus,4
Chaetocnema,12
Chaetocneme,1
Chaetocoelopa,6
Chaetodera,1
Chaetodon,3
Chaetoleon,2
Chaetolopha,6
Chaetophthalmus,8
Chaetophyes,2
Chaetoprocta,1
Chaetopsis,21
Chaetoptelius,2
Chaetorellia,6
Chaetosiphon,2
Chaetosomodes,1
Chaetostephana,1
Chaetostomella,2
Chaitophorus,15
Chalastra,11
Chalciope,59
Chalcocelis,1
Chalcochiton,1
Chalcodermus,1
Chalcodrya,3
Chalcoecia,2
Chalcoela,128
Chalcolampra,1
Chalcolepidius,64
Chalcolestes,96
Chalcopasta,12
Chalcophora,143
Chalcoscelides,2
Chalcosia,11
Chalcosoma,5
Chalcostephia,12
Chalcosyrphus,27
Chalepus,16
Chalia,1
Chalicodoma,1
Chaliopsis,1
Chalodeta,5
Chalybion,238
Chalybs,4
Chalypyge,2
Chamaebatiaria,1
Chamaeclea,10
Chamaecrista,1
Chamaepsylla,1
Chamaesphecia,4
Chamaita,4
Chamelaucium,2
Chamerion,4
Chamyna,3
Chandica,3
Chaoborus,21
Characoma,2
Charadra,154
Charagochilus,9
Charana,2
Charanyca,32
Chararica,17
Charaxes,254
Charidotella,174
Charidotis,3
Chariessa,19
Chariesterus,57
Charis,4
Charissa,9
Charixena,10
Charmoses,5
Charops,3
Charopus,1
Chartocerus,1
Chasmatopterus,1
Chasmina,13
Chauliodes,272
Chauliognathus,929
Chauliops,1
Chavarriella,5
Chazara,8
Checupa,5
Cheilomenes,79
Cheiloneurus,15
Cheilosia,31
Cheirolasia,1
Cheirotonus,1
Chelepteryx,17
Chelidura,2
Chelinidea,213
Chelipoda,4
Chelis,1
Chelisoches,12
Chelonarium,1
Chelone,1
Chelonocoris,1
Chelopistes,2
Chelostoma,15
Chelymorpha,55
Chelysomidea,5
Chemerina,4
Chenoderus,1
Chenopodium,2
Chenuala,3
Cheritra,12
Cheromettia,1
Chersodromia,1
Chersonesia,15
Chersotis,1
Chesias,9
Chetogena,1
Chetone,7
Chezala,21
Chiagosnius,1
Chiasmia,243
Chiasmoneura,2
Chilacis,6
Chilades,205
Chilalictus,2
Chilasa,4
Childrena,3
Chilkasa,1
Chilo,26
Chilocoris,6
Chilocorus,292
Chilodes,1
Chilometopon,12
Chilopsis,1
Chilothorax,3
Chimarocephala,148
Chimarra,6
Chimoptesis,119
Chinamiris,41
Chinavia,565
Chioides,455
Chiomara,112
Chionarctia,2
Chionaspis,2
Chionea,1
Chionodes,285
Chiridopsis,3
Chirocera,1
Chiromachla,6
Chironomus,61
Chirosia,1
Chlaeniellus,2
Chlaenius,91
Chlamisus,2
Chlamydastis,1
Chlamydatus,1
Chlenias,3
Chliaria,7
Chloantha,1
Chloealtis,22
Chloraspilates,38
Chlorerythra,1
Chloreuptychia,1
Chlorida,18
Chloridea,51
Chloridolum,3
Chlorion,107
Chloriona,2
Chlorissa,9
Chlorixanthe,3
Chlorobalius,1
Chlorobapta,1
Chlorocala,2
Chlorochaeta,1
Chlorochlamys,571
Chlorochroa,207
Chloroclysta,42
Chloroclystis,213
Chlorocnemis,1
Chlorocoma,28
Chlorocoris,5
Chlorocypha,11
Chlorocysta,1
Chlorodontopera,4
Chlorogomphus,1
Chlorogonalia,7
Chlorolestes,6
Chloromyia,29
Chloronia,2
Chloronycta,2
Chlorophanus,6
Chlorophorus,77
Chlorops,2
Chloropteryx,46
Chlororithra,3
Chlorosea,11
Chlorostrymon,63
Chlorotabanus,11
Chlorotettix,15
Chlorotipula,3
Chlosyne,3387
Chlumetia,13
Chnaunanthus,1
Choaspes,7
Choephora,104
Choerades,6
Choeradodis,14
Choerocoris,9
Choisya,5
Choleva,1
Cholomyia,10
Cholus,1
Chondracris,10
Chondrocera,2
Chondrolepis,1
Chondropyga,15
Chondrostega,3
Choranthus,9
Chordeiles,1
Choreopraon,8
Choreutis,101
Chorinea,1
Chorisoneura,5
Chorisops,1
Choristhemis,8
Choristoneura,613
Choristostigma,27
Chorizanthe,3
Chorocaecilius,4
Chorodna,39
Choroedocus,1
Chorosoma,3
Chorsia,23
Chorthippus,168
Chortoicetes,2
Chortophaga,882
Chremistica,9
Chrioloba,7
Chromacris,118
Chromagrion,191
Chromatomyia,20
Chromogeotrupes,3
Chromolaena,16
Chromolepida,2
Chrotogonus,6
Chrysaeglia,4
Chrysamma,2
Chrysanthemoides,1
Chrysanthemum,4
Chrysanthia,11
Chrysanthrax,76
Chrysanympha,34
Chrysartona,1
Chrysaster,5
Chrysendeton,22
Chrysina,261
Chrysiridia,5
Chrysis,98
Chrysobothris,40
Chrysocale,24
Chrysochraon,24
Chrysochroa,12
Chrysochus,554
Chrysoclista,16
Chrysocoris,14
Chrysocrambus,12
Chrysocraspeda,13
Chrysodeixis,502
Chrysoecia,8
Chrysoesthia,13
Chrysogaster,7
Chrysolarentia,84
Chrysolina,489
Chrysolopus,12
Chrysoma,1
Chrysomela,252
Chrysomphalus,3
Chrysomya,84
Chrysonoma,6
Chrysopa,83
Chrysopeplus,2
Chrysopera,4
Chrysoperla,310
Chrysophana,5
Chrysophtharta,1
Chrysopilus,531
Chrysoplectrum,1
Chrysopophthorus,2
Chrysoprasis,1
Chrysops,117
Chrysopsis,3
Chrysorabdia,5
Chrysoritis,6
Chrysorthenches,16
Chrysoscota,4
Chrysosoma,11
Chrysosomopsis,2
Chrysoteuchia,238
Chrysothamnus,3
Chrysotoxum,55
Chrysotypus,1
Chrysozephyrus,1
Chrysozonata,1
Chrysura,1
Chundana,1
Chyliza,4
Chymomyza,26
Chyptodes,8
Chytolita,257
Chytonix,204
Ciampa,8
Cibdelis,22
Cibolacris,110
Cibyra,1
Cicada,152
Cicadella,39
Cicadetta,11
Cicadivetta,3
Cicadula,1
Cichorium,9
Cicindela,3458
Cicinnus,8
Cicones,1
Cicuta,3
Cidaria,21
Cidnopus,17
Cifuna,5
Cigaritis,55
Cilix,14
Cimbex,152
Cimex,39
Cimicodes,8
Ciminius,1
Cinabra,1
Cinara,7
Cingalia,1
Cingilia,21
Cinna,2
Cinygmula,1
Cionus,9
Circellium,4
Circobotys,2
Circopetes,37
Circotettix,36
Cirina,1
Cirrhicera,3
Cirrhochrista,45
Cirrhophanus,17
Cirrochroa,24
Cirromitra,1
Cirsium,242
Cirsodes,1
Cis,11
Cispia,3
Cisseps,746
Cissia,181
Cissites,28
Cissusa,65
Cissuvora,1
Cisthene,388
Cistus,2
Cithaerias,28
Citharexylum,5
Citheronia,239
Citrinophila,2
Citrus,23
Cixidia,4
Cixius,11
Claassenia,6
Cladara,312
Cladius,10
Cladocerotis,1
Cladodes,3
Cladognathus,2
Cladomorphus,1
Cladonia,1
Cladonota,2
Cladoxycanus,4
Cladura,6
Clairvillia,3
Clambus,4
Clamoris,1
Clania,7
Clanidopsis,1
Clanis,13
Clanoneurum,3
Clanoptilus,7
Clarkia,5
Clastoptera,129
Claterna,2
Clathroneuria,5
Clausicella,1
Clavaria,1
Clavigesta,1
Clavipalpus,1
Claytonia,8
Clelea,2
Clemathada,1
Clematis,9
Clematostigma,15
Clemensia,238
Cleobora,26
Cleome,7
Cleonis,12
Cleonymia,6
Cleopomiarus,1
Cleopus,15
Cleora,306
Cleorodes,8
Clepsicosma,2
Clepsis,1008
Clerodendrum,1
Cleruchus,1
Clerus,5
Clethra,1
Clethrogyna,4
Clethrophora,1
Clethrorasa,3
Cletomorpha,1
Cletus,22
Clianthus,9
Clidophleps,3
Climacia,6
Climaciella,90
Clinidium,1
Cliniodes,4
Clinopleura,3
Clinopodium,1
Clinteria,3
Clinterocera,3
Clioperla,2
Clistopyga,3
Clitarchus,121
Clitea,2
Clitellaria,1
Clitoria,2
Clivenema,1
Clivina,13
Clivinema,9
Cloeon,15
Clogmia,319
Clonia,2
Clonistria,1
Clonopsis,11
Clossiana,9
Clostera,350
Closterocerus,2
Closterocoris,24
Closteromerus,1
Closterotomus,171
Clostoeca,1
Clovia,6
Clunio,1
Clusia,20
Clusiodes,5
Clydonopteron,56
Clypastraea,2
Clypeoaphis,1
Clytiomya,1
Clytocerus,1
Clytopsis,1
Clytoscopa,1
Clytra,64
Clytus,111
Cnaemidophorus,32
Cnaphalocrocis,217
Cnemacantha,1
Cnemodus,8
Cnemoplites,2
Cnemotettix,2
Cnephasia,78
Cnesteboda,4
Cnestus,1
Cnethodonta,1
Cnodontes,2
Coarica,1
Cobalopsis,1
Cobalos,1
Cobubatha,120
Coccidiphaga,1
Coccidiphila,1
Coccidoctonus,11
Coccidula,1
Coccinella,5023
Coccinula,14
Coccivora,4
Coccobaphes,11
Coccoloba,3
Cocconotus,2
Coccophagus,13
Coccotrypes,1
Cocculus,2
Coccus,21
Cochisea,9
Cochliomyia,35
Cochlorhinus,9
Cochlospermum,1
Cochylidia,1
Cochylimorpha,5
Cochylis,100
Cocytia,1
Cocytius,16
Codatractus,68
Codophila,12
Coelambus,3
Coeliades,22
Coeliccia,27
Coelichneumon,8
Coelidia,73
Coelioxys,21
Coelites,3
Coelocnemis,50
Coelonia,15
Coelopa,15
Coelopencyrtus,1
Coelophora,85
Coelosis,12
Coelostathma,104
Coelostomidia,23
Coelotanypus,10
Coelus,6
Coenagrion,472
Coenia,1
Coenipeta,16
Coenobela,1
Coenochroa,3
Coenomyia,5
Coenonycha,1
Coenonympha,2179
Coenopoeus,5
Coenosia,20
Coenotephria,4
Coenus,4
Coenyra,1
Coequosa,6
Coeranica,1
Coesyra,2
Cofana,4
Cogia,85
Coiffaitarctia,1
Coilodes,1
Colaphus,1
Colaspidea,5
Colaspidema,2
Colaspis,22
Colasposoma,8
Colchicum,1
Colecerus,4
Coleocentrus,1
Coleomegilla,527
Coleomethia,2
Coleophora,291
Coleorozena,2
Coleotechnites,95
Coleothorpa,10
Colgar,3
Colgaroides,3
Colias,3597
Colla,7
Colladonus,80
Collaria,4
Collesis,1
Colletes,77
Collinsa,1
Collinsia,1
Colliuris,42
Colliurus,2
Collix,11
Collops,55
Colobochyla,31
Colobogaster,1
Colobopsis,9
Colobopterus,1
Colobothea,4
Colobura,97
Coloburiscus,21
Colocasia,203
Cologania,1
Cololabis,15
Colomychus,27
Colopha,20
Colophon,1
Colophospermum,2
Colopterus,3
Coloradia,31
Colostygia,27
Colotis,143
Colotois,25
Colpa,5
Colpotrochia,1
Colubrina,2
Columba,2
Columbicola,1
Colydium,4
Colymbetes,6
Comachara,23
Comadia,5
Comana,3
Cometaster,1
Comibaena,40
Commius,2
Comocrus,5
Comorta,1
Comostola,97
Comostolodes,1
Compacta,16
Composia,27
Compsapoderus,1
Compsibidion,1
Compsidolon,2
Compsilura,3
Compsistis,12
Compsobata,5
Compsocephalus,1
Compsocerus,1
Compsocryptus,41
Compsodes,1
Compsomera,1
Compsoptera,5
Compsotropha,9
Compsus,32
Comptosia,2
Conalcaea,3
Conchylis,10
Conchyloctenia,1
Conchylodes,200
Condate,6
Condica,402
Condylolomia,165
Condylorrhiza,61
Condylostylus,210
Coniatus,15
Coniocleonus,4
Coniontis,2
Conistra,67
Conium,9
Conobathra,4
Conobrosis,2
Conocarpus,3
Conocephalomima,1
Conocephalus,432
Conoclinium,49
Conocrambus,3
Conoderus,85
Conoeca,1
Conogethes,42
Conomelus,12
Conophorus,49
Conopomorpha,4
Conops,7
Conorhynchos,1
Conosia,1
Conotelus,4
Conotrachelus,60
Conozoa,43
Conquistator,3
Conservula,31
Constancea,1
Consul,39
Contacyphon,3
Contarinia,21
Contrafacia,2
Conura,19
Convolvulus,13
Cooperia,1
Copablepharon,3
Copaeodes,397
Copamyntis,2
Copanarta,16
Copaxa,52
Copelatus,9
Copera,90
Copestylum,317
Cophanta,2
Cophes,8
Cophinopoda,19
Cophomantella,6
Cophopodisma,1
Cophura,4
