Bemisia,Aleyrodidae,Hemiptera
Bendisodes,Erebidae,Lepidoptera
Berginus,Mycetophagidae,Coleoptera
Beris,Stratiomyidae,Diptera
Berosus,Hydrophilidae,Coleoptera
Bertamyia,Platypezidae,Diptera
Bertholdia,Erebidae,Lepidoptera
Bertkauia,Epipsocidae,Psocodea
Berytinus,Berytidae,Hemiptera
Besma,Geometridae,Lepidoptera
Betulapion,Brentidae,Coleoptera
Bezzia,Ceratopogonidae,Diptera
Bibarrambla,Depressariidae,Lepidoptera
Bibio,Bibionidae,Diptera
Bibiodes,Bibionidae,Diptera
Biblis,Nymphalidae,Lepidoptera
Bicilia,Crambidae,Lepidoptera
Bicyrtes,Crabronidae,Hymenoptera
Billaea,Tachinidae,Diptera
Bisnius,Staphylinidae,Coleoptera
Biston,Geometridae,Lepidoptera
Bitoma,Zopheridae,Coleoptera
Bittacomorpha,Ptychopteridae,Diptera
Bittacomorphella,Ptychopteridae,Diptera
Bittacus,Bittacidae,Mecoptera
Biturix,Erebidae,Lepidoptera
Blaberus,Blaberidae,Blattodea
Blaesodiplosis,Cecidomyiidae,Diptera
Blaesoxipha,Sarcophagidae,Diptera
Blaps,Tenebrionidae,Coleoptera
Blapstinus,Tenebrionidae,Coleoptera
Blaste,Psocidae,Psocodea
Blastobasis,Blastobasidae,Lepidoptera
Blastopsylla,Aphalaridae,Hemiptera
Blatta,Blattidae,Blattodea
Blattella,Ectobiidae,Blattodea
Bledius,Staphylinidae,Coleoptera
Blemus,Carabidae,Coleoptera
Blepharida,Chrysomelidae,Coleoptera
Blepharidopterus,Miridae,Hemiptera
Blepharomastix,Crambidae,Lepidoptera
Bleptina,Erebidae,Lepidoptera
Blera,Syrphidae,Diptera
Blethisa,Carabidae,Coleoptera
Blissus,Blissidae,Hemiptera
Bocchus,Dryinidae,Hymenoptera
Boisea,Rhopalidae,Hemiptera
Bolbelasmus,Geotrupidae,Coleoptera
Bolbocerastes,Geotrupidae,Coleoptera
Bolbocerosoma,Geotrupidae,Coleoptera
Bolborhombus,Geotrupidae,Coleoptera
Bolitobius,Staphylinidae,Coleoptera
Bolitophagus,Tenebrionidae,Coleoptera
Bolitotherus,Tenebrionidae,Coleoptera
Boloria,Nymphalidae,Lepidoptera
Bombus,Apidae,Hymenoptera
Bombylius,Bombyliidae,Diptera
Bondia,Carposinidae,Lepidoptera
Booneacris,Acrididae,Orthoptera
Boopedon,Acrididae,Orthoptera
Bootettix,Acrididae,Orthoptera
Boreioglycaspis,Aphalaridae,Hemiptera
Boreonectes,Dytiscidae,Coleoptera
Boreothrinax,Pyrgotidae,Diptera
Boreus,Boreidae,Mecoptera
Borkhausenia,Oecophoridae,Lepidoptera
Boschella,Cleridae,Coleoptera
Bothriocera,Cixiidae,Hemiptera
Bothrotes,Tenebrionidae,Coleoptera
Botocudo,Rhyparochromidae,Hemiptera
Boyeria,Aeshnidae,Odonata
Brachiacantha,Coccinellidae,Coleoptera
Brachinus,Carabidae,Coleoptera
Brachycarenus,Rhopalidae,Hemiptera
Brachycaudus,Aphididae,Hemiptera
Brachycentrus,Brachycentridae,Trichoptera
Brachycyrtus,Ichneumonidae,Hymenoptera
Brachyderes,Curculionidae,Coleoptera
Brachydeutera,Ephydridae,Diptera
Brachygastra,Vespidae,Hymenoptera
Brachyinsara,Tettigoniidae,Orthoptera
Brachyleptura,Cerambycidae,Coleoptera
Brachylinga,Therevidae,Diptera
Brachylomia,Noctuidae,Lepidoptera
Brachymeria,Chalcididae,Hymenoptera
Brachymesia,Libellulidae,Odonata
Brachymyrmex,Formicidae,Hymenoptera
Brachynemurus,Myrmeleontidae,Neuroptera
Brachynomada,Apidae,Hymenoptera
Brachypalpus,Syrphidae,Diptera
Brachypanorpa,Panorpodidae,Mecoptera
Brachyponera,Formicidae,Hymenoptera
Brachypremna,Tipulidae,Diptera
Brachypsectra,Brachypsectridae,Coleoptera
Brachypterolus,Kateretidae,Coleoptera
Brachypterus,Kateretidae,Coleoptera
Brachys,Buprestidae,Coleoptera
Brachysomida,Cerambycidae,Coleoptera
Brachystola,Acrididae,Orthoptera
Brachystylus,Curculionidae,Coleoptera
Bracon,Braconidae,Hymenoptera
Bradycellus,Carabidae,Coleoptera
Bradycinetulus,Geotrupidae,Coleoptera
Bradynotes,Acrididae,Orthoptera
Braggia,Aphididae,Hemiptera
Brasema,Eupelmidae,Hymenoptera
Brasiella,Carabidae,Coleoptera
Brechmorhoga,Libellulidae,Odonata
Brenthia,Choreutidae,Lepidoptera
Brentus,Brentidae,Coleoptera
Brephidium,Lycaenidae,Lepidoptera
Brevicoryne,Aphididae,Hemiptera
Brochymena,Pentatomidae,Hemiptera
Bromius,Chrysomelidae,Coleoptera
Brooksetta,Miridae,Hemiptera
Brothylus,Cerambycidae,Coleoptera
Bruceia,Erebidae,Lepidoptera
Bruchidius,Chrysomelidae,Coleoptera
Bruchomorpha,Caliscelidae,Hemiptera
Bruchus,Chrysomelidae,Coleoptera
Brucita,Chrysomelidae,Coleoptera
Brumoides,Coccinellidae,Coleoptera
Brumus,Coccinellidae,Coleoptera
Bruneria,Acrididae,Orthoptera
Brunneria,Coptopterygidae,Mantodea
Brymblia,Oecophoridae,Lepidoptera
Bryolymnia,Noctuidae,Lepidoptera
Bryotropha,Gelechiidae,Lepidoptera
Buathra,Ichneumonidae,Hymenoptera
Bucculatrix,Bucculatricidae,Lepidoptera
Buchananiella,Anthocoridae,Hemiptera
Bucrates,Tettigoniidae,Orthoptera
Bulia,Erebidae,Lepidoptera
Buprestis,Buprestidae,Coleoptera
Burtinus,Alydidae,Hemiptera
Byrrhus,Byrrhidae,Coleoptera
Bystus,Anamorphidae,Coleoptera
Byturus,Byturidae,Coleoptera
Cabares,Hesperiidae,Lepidoptera
Cabera,Geometridae,Lepidoptera
Cacama,Cicadidae,Hemiptera
Cacoecimorpha,Tortricidae,Lepidoptera
Cacopsylla,Psyllidae,Hemiptera
Cacostola,Cerambycidae,Coleoptera
Cacotherapia,Pyralidae,Lepidoptera
Cacoxenus,Drosophilidae,Diptera
Cacozelia,Pyralidae,Lepidoptera
Cactoblastis,Pyralidae,Lepidoptera
Cactophagus,Curculionidae,Coleoptera
Cadra,Pyralidae,Lepidoptera
Caenia,Lycidae,Coleoptera
Caenurgia,Erebidae,Lepidoptera
Caenurgina,Erebidae,Lepidoptera
Cafius,Staphylinidae,Coleoptera
Cahela,Pyralidae,Lepidoptera
Caladonus,Cicadellidae,Hemiptera
Calameuta,Cephidae,Hymenoptera
Calathus,Carabidae,Coleoptera
Calephelis,Riodinidae,Lepidoptera
Caliadurgus,Pompilidae,Hymenoptera
Calidota,Erebidae,Lepidoptera
Calinda,Triozidae,Hemiptera
Calineuria,Perlidae,Plecoptera
Caliothrips,Thripidae,Thysanoptera
Caliroa,Tenthredinidae,Hymenoptera
Caliscelis,Caliscelidae,Hemiptera
Calitys,Trogossitidae,Coleoptera
Calledapteryx,Uraniidae,Lepidoptera
Calleida,Carabidae,Coleoptera
Callibaetis,Baetidae,Ephemeroptera
Callidiellum,Cerambycidae,Coleoptera
Callidium,Cerambycidae,Coleoptera
Calligrapha,Chrysomelidae,Coleoptera
Callimoxys,Cerambycidae,Coleoptera
Callinicus,Asilidae,Diptera
Callionima,Sphingidae,Lepidoptera
Calliopsis,Andrenidae,Hymenoptera
Calliopum,Lauxaniidae,Diptera
Calliphora,Calliphoridae,Diptera
Calliprora,Gelechiidae,Lepidoptera
Callirhytis,Cynipidae,Hymenoptera
Callistege,Erebidae,Lepidoptera
Callistethus,Scarabaeidae,Coleoptera
Callisthenes,Carabidae,Coleoptera
Callizzia,Uraniidae,Lepidoptera
Calloides,Cerambycidae,Coleoptera
Callomyia,Platypezidae,Diptera
Callophrys,Lycaenidae,Lepidoptera
Callopistria,Noctuidae,Lepidoptera
Callopistromyia,Ulidiidae,Diptera
Callosamia,Saturniidae,Lepidoptera
Calobatina,Micropezidae,Diptera
Calochromus,Lycidae,Coleoptera
Calocoris,Miridae,Hemiptera
Calomycterus,Curculionidae,Coleoptera
Caloparyphus,Stratiomyidae,Diptera
Calophasia,Noctuidae,Lepidoptera
Calophya,Calophyidae,Hemiptera
Calopompilus,Pompilidae,Hymenoptera
Calopteron,Lycidae,Coleoptera
Calopteryx,Calopterygidae,Odonata
Caloptilia,Gracillariidae,Lepidoptera
Calopus,Oedemeridae,Coleoptera
Caloreas,Choreutidae,Lepidoptera
Calosoma,Carabidae,Coleoptera
Calotarsa,Platypezidae,Diptera
Calpodes,Hesperiidae,Lepidoptera
Calvia,Coccinellidae,Coleoptera
Calycomyza,Agromyzidae,Diptera
Calycopis,Lycaenidae,Lepidoptera
Calyptoproctus,Fulgoridae,Hemiptera
Calyptra,Erebidae,Lepidoptera
Camelobaetidius,Baetidae,Ephemeroptera
Camelopsocus,Psocidae,Psocodea
Cameraria,Gracillariidae,Lepidoptera
Camnula,Acrididae,Orthoptera
Campaea,Geometridae,Lepidoptera
Campiglossa,Tephritidae,Diptera
Camponotus,Formicidae,Hymenoptera
Campoplex,Ichneumonidae,Hymenoptera
Campsomeris,Scoliidae,Hymenoptera
Camptonotus,Gryllacrididae,Orthoptera
Camptozygum,Miridae,Hemiptera
Campylacantha,Acrididae,Orthoptera
Campylenchia,Membracidae,Hemiptera
Campylomma,Miridae,Hemiptera
Campyloneura,Miridae,Hemiptera
Canarsia,Pyralidae,Lepidoptera
Cangetta,Crambidae,Lepidoptera
Cannaphila,Libellulidae,Odonata
Cantharis,Cantharidae,Coleoptera
Canthidium,Scarabaeidae,Coleoptera
Canthon,Scarabaeidae,Coleoptera
Caphys,Pyralidae,Lepidoptera
Capis,Noctuidae,Lepidoptera
Capitophorus,Aphididae,Hemiptera
Capnia,Capniidae,Plecoptera
Capnobotes,Tettigoniidae,Orthoptera
Capnochroa,Tenebrionidae,Coleoptera
Capperia,Pterophoridae,Lepidoptera
Capraita,Chrysomelidae,Coleoptera
Capsula,Noctuidae,Lepidoptera
Capsus,Miridae,Hemiptera
Carabus,Carabidae,Coleoptera
Caradrina,Noctuidae,Lepidoptera
Carales,Erebidae,Lepidoptera
Carausius,Phasmatidae,Phasmida
Carcina,Depressariidae,Lepidoptera
Carcinocephalus,Staphylinidae,Coleoptera
Carcinops,Histeridae,Coleoptera
Cardiocondyla,Formicidae,Hymenoptera
Cardiophorus,Elateridae,Coleoptera
Carebara,Formicidae,Hymenoptera
Carectocultus,Crambidae,Lepidoptera
Cargida,Notodontidae,Lepidoptera
Caria,Riodinidae,Lepidoptera
Cariblatta,Ectobiidae,Blattodea
Caripeta,Geometridae,Lepidoptera
Carmenta,Sesiidae,Lepidoptera
Carolana,Oecophoridae,Lepidoptera
Carolinaia,Aphididae,Hemiptera
Carpatolechia,Gelechiidae,Lepidoptera
Carpelimus,Staphylinidae,Coleoptera
Carpophilus,Nitidulidae,Coleoptera
Carposina,Carposinidae,Lepidoptera
Carsia,Geometridae,Lepidoptera
Carteris,Erebidae,Lepidoptera
Carterocephalus,Hesperiidae,Lepidoptera
Cartodere,Latridiidae,Coleoptera
Carulaspis,Diaspididae,Hemiptera
Caryobruchus,Chrysomelidae,Coleoptera
Caryocolum,Gelechiidae,Lepidoptera
Caryomyia,Cecidomyiidae,Diptera
Cassida,Chrysomelidae,Coleoptera
Castolus,Reduviidae,Hemiptera
Catabena,Noctuidae,Lepidoptera
Catabenoides,Noctuidae,Lepidoptera
Catastega,Tortricidae,Lepidoptera
Catastia,Pyralidae,Lepidoptera
Catharosia,Tachinidae,Diptera
Cathartosilvanus,Silvanidae,Coleoptera
Catocala,Erebidae,Lepidoptera
Catogenus,Passandridae,Coleoptera
Catonia,Achilidae,Hemiptera
Catops,Leiodidae,Coleoptera
Catoptria,Crambidae,Lepidoptera
Catorhintha,Coreidae,Hemiptera
Cauchas,Adelidae,Lepidoptera
Caudatella,Ephemerellidae,Ephemeroptera
Caudellia,Pyralidae,Lepidoptera
Caulophilus,Curculionidae,Coleoptera
Caupolicana,Colletidae,Hymenoptera
Cautethia,Sphingidae,Lepidoptera
Cavariella,Aphididae,Hemiptera
Ceanothia,Psyllidae,Hemiptera
Cecharismena,Erebidae,Lepidoptera
Cecidomyia,Cecidomyiidae,Diptera
Cedusa,Derbidae,Hemiptera
Celaena,Noctuidae,Lepidoptera
Celaenorrhinus,Hesperiidae,Lepidoptera
Celastrina,Lycaenidae,Lepidoptera
Celina,Dytiscidae,Coleoptera
Celiptera,Erebidae,Lepidoptera
Celithemis,Libellulidae,Odonata
Celotes,Hesperiidae,Lepidoptera
Celticecis,Cecidomyiidae,Diptera
Celypha,Tortricidae,Lepidoptera
Cenopis,Tortricidae,Lepidoptera
Centrinites,Curculionidae,Coleoptera
Centrinopus,Curculionidae,Coleoptera
Centris,Apidae,Hymenoptera
Centrocoris,Coreidae,Hemiptera
Centrodera,Cerambycidae,Coleoptera
Centronopus,Tenebrionidae,Coleoptera
Centrotus,Membracidae,Hemiptera
Cephalodynerus,Vespidae,Hymenoptera
Cephaloon,Stenotrachelidae,Coleoptera
Cephalops,Pipunculidae,Diptera
Cephalotes,Formicidae,Hymenoptera
Cephennodes,Staphylinidae,Coleoptera
Cephitinea,Tineidae,Lepidoptera
Cephus,Cephidae,Hymenoptera
Cepphis,Geometridae,Lepidoptera
Ceraclea,Leptoceridae,Trichoptera
Ceraeochrysa,Chrysopidae,Neuroptera
Ceraleptus,Coreidae,Hemiptera
Ceranemota,Drepanidae,Lepidoptera
Cerapachys,Formicidae,Hymenoptera
Cerapteryx,Noctuidae,Lepidoptera
Cerastipsocus,Psocidae,Psocodea
Cerastis,Noctuidae,Lepidoptera
Ceratagallia,Cicadellidae,Hemiptera
Cerathosia,Noctuidae,Lepidoptera
Ceratina,Apidae,Hymenoptera
Ceratitis,Tephritidae,Diptera
Ceratobaeus,Platygastridae,Hymenoptera
Ceratocanthus,Hybosoridae,Coleoptera
Ceratocapsus,Miridae,Hemiptera
Ceratocombus,Ceratocombidae,Hemiptera
Ceratodalia,Geometridae,Lepidoptera
Ceratogastra,Ichneumonidae,Hymenoptera
Ceratomegilla,Coccinellidae,Coleoptera
Ceratomia,Sphingidae,Lepidoptera
Ceratonyx,Geometridae,Lepidoptera
Ceratophaga,Tineidae,Lepidoptera
Ceratophyus,Geotrupidae,Coleoptera
Ceraturgus,Asilidae,Diptera
Cerceris,Crabronidae,Hymenoptera
Cercyon,Hydrophilidae,Coleoptera
Cercyonis,Nymphalidae,Lepidoptera
Cerenopus,Tenebrionidae,Coleoptera
Ceresa,Membracidae,Hemiptera
Ceriana,Syrphidae,Diptera
Cerma,Noctuidae,Lepidoptera
Cernotina,Polycentropodidae,Trichoptera
Cerobasis,Trogiidae,Psocodea
Cerococcus,Cerococcidae,Hemiptera
Cerodontha,Agromyzidae,Diptera
Ceropales,Pompilidae,Hymenoptera
Ceroplastes,Coccidae,Hemiptera
Cerotainia,Asilidae,Diptera
Cerotoma,Chrysomelidae,Coleoptera
Ceroxys,Ulidiidae,Diptera
Ceruchus,Lucanidae,Coleoptera
Cerura,Notodontidae,Lepidoptera
Cerylon,Cerylonidae,Coleoptera
Ceuthophilus,Rhaphidophoridae,Orthoptera
Ceutorhynchus,Curculionidae,Coleoptera
Chaetaglaea,Noctuidae,Lepidoptera
Chaetocnema,Chrysomelidae,Coleoptera
Chaetoleon,Myrmeleontidae,Neuroptera
Chaetopsis,Ulidiidae,Diptera
Chaetorellia,Tephritidae,Diptera
Chaetosiphon,Aphididae,Hemiptera
Chaetostomella,Tephritidae,Diptera
Chaitophorus,Aphididae,Hemiptera
Chalcodermus,Curculionidae,Coleoptera
Chalcoela,Crambidae,Lepidoptera
Chalcolepidius,Elateridae,Coleoptera
Chalcopasta,Noctuidae,Lepidoptera
Chalcophora,Buprestidae,Coleoptera
Chalcosyrphus,Syrphidae,Diptera
Chalepus,Chrysomelidae,Coleoptera
Chalybion,Sphecidae,Hymenoptera
Chamaeclea,Noctuidae,Lepidoptera
Chamaesphecia,Sesiidae,Lepidoptera
Chaoborus,Chaoboridae,Diptera
Charadra,Noctuidae,Lepidoptera
Chararica,Pyralidae,Lepidoptera
Charidotella,Chrysomelidae,Coleoptera
Chariessa,Cleridae,Coleoptera
Chariesterus,Coreidae,Hemiptera
Charops,Ichneumonidae,Hymenoptera
Chartocerus,Signiphoridae,Hymenoptera
Chauliodes,Corydalidae,Megaloptera
Chauliognathus,Cantharidae,Coleoptera
Cheiloneurus,Encyrtidae,Hymenoptera
Cheilosia,Syrphidae,Diptera
Chelinidea,Coreidae,Hemiptera
Chelipoda,Empididae,Diptera
Chelisoches,Chelisochidae,Dermaptera
Chelonarium,Chelonariidae,Coleoptera
Chelopistes,Philopteridae,Psocodea
Chelostoma,Megachilidae,Hymenoptera
Chelymorpha,Chrysomelidae,Coleoptera
Chersodromia,Hybotidae,Diptera
Chersotis,Noctuidae,Lepidoptera
Chetogena,Tachinidae,Diptera
Chilacis,Artheneidae,Hemiptera
Chilo,Crambidae,Lepidoptera
Chilocoris,Cydnidae,Hemiptera
Chilocorus,Coccinellidae,Coleoptera
Chilometopon,Tenebrionidae,Coleoptera
Chimarocephala,Acrididae,Orthoptera
Chimarra,Philopotamidae,Trichoptera
Chimoptesis,Tortricidae,Lepidoptera
Chinavia,Pentatomidae,Hemiptera
Chioides,Hesperiidae,Lepidoptera
Chiomara,Hesperiidae,Lepidoptera
Chionaspis,Diaspididae,Hemiptera
Chionea,Limoniidae,Diptera
Chionodes,Gelechiidae,Lepidoptera
Chironomus,Chironomidae,Diptera
Chirosia,Anthomyiidae,Diptera
Chlaenius,Carabidae,Coleoptera
Chlamisus,Chrysomelidae,Coleoptera
Chlamydastis,Depressariidae,Lepidoptera
Chlamydatus,Miridae,Hemiptera
Chloealtis,Acrididae,Orthoptera
Chloraspilates,Geometridae,Lepidoptera
Chloridea,Noctuidae,Lepidoptera
Chlorion,Sphecidae,Hymenoptera
Chlorixanthe,Scarabaeidae,Coleoptera
Chlorochlamys,Geometridae,Lepidoptera
Chlorochroa,Pentatomidae,Hemiptera
Chlorocoris,Pentatomidae,Hemiptera
Chloromyia,Stratiomyidae,Diptera
Chloronycta,Noctuidae,Lepidoptera
Chlorops,Chloropidae,Diptera
Chloropteryx,Geometridae,Lepidoptera
Chlorosea,Geometridae,Lepidoptera
Chlorostrymon,Lycaenidae,Lepidoptera
Chlorotabanus,Tabanidae,Diptera
Chlorotettix,Cicadellidae,Hemiptera
Chlosyne,Nymphalidae,Lepidoptera
Chnaunanthus,Scarabaeidae,Coleoptera
Choephora,Noctuidae,Lepidoptera
Cholomyia,Tachinidae,Diptera
Cholus,Curculionidae,Coleoptera
Chondrocera,Coreidae,Hemiptera
Choreutis,Choreutidae,Lepidoptera
Chorisoneura,Ectobiidae,Blattodea
Choristoneura,Tortricidae,Lepidoptera
Choristostigma,Crambidae,Lepidoptera
Chorthippus,Acrididae,Orthoptera
Chortophaga,Acrididae,Orthoptera
Chromagrion,Coenagrionidae,Odonata
Chromolepida,Therevidae,Diptera
Chrysanthrax,Bombyliidae,Diptera
Chrysanympha,Noctuidae,Lepidoptera
Chrysaster,Gracillariidae,Lepidoptera
Chrysendeton,Crambidae,Lepidoptera
Chrysina,Scarabaeidae,Coleoptera
Chrysis,Chrysididae,Hymenoptera
Chrysobothris,Buprestidae,Coleoptera
Chrysochraon,Acrididae,Orthoptera
Chrysochus,Chrysomelidae,Coleoptera
Chrysoclista,Elachistidae,Lepidoptera
Chrysodeixis,Noctuidae,Lepidoptera
Chrysoecia,Noctuidae,Lepidoptera
Chrysoesthia,Gelechiidae,Lepidoptera
Chrysogaster,Syrphidae,Diptera
Chrysolina,Chrysomelidae,Coleoptera
Chrysomela,Chrysomelidae,Coleoptera
Chrysomphalus,Diaspididae,Hemiptera
Chrysomya,Calliphoridae,Diptera
Chrysopa,Chrysopidae,Neuroptera
Chrysoperla,Chrysopidae,Neuroptera
Chrysophana,Buprestidae,Coleoptera
Chrysopilus,Rhagionidae,Diptera
Chrysopophthorus,Braconidae,Hymenoptera
Chrysops,Tabanidae,Diptera
Chrysoteuchia,Crambidae,Lepidoptera
Chrysotoxum,Syrphidae,Diptera
Chrysura,Chrysididae,Hymenoptera
Chyliza,Psilidae,Diptera
Chymomyza,Drosophilidae,Diptera
Chytolita,Erebidae,Lepidoptera
Chytonix,Noctuidae,Lepidoptera
Cibdelis,Tenebrionidae,Coleoptera
Cibolacris,Acrididae,Orthoptera
Cicadetta,Cicadidae,Hemiptera
Cicadula,Cicadellidae,Hemiptera
Cicindela,Carabidae,Coleoptera
Cicinnus,Mimallonidae,Lepidoptera
Cimbex,Cimbicidae,Hymenoptera
Cimex,Cimicidae,Hemiptera
Ciminius,Cicadellidae,Hemiptera
Cinara,Aphididae,Hemiptera
Cingilia,Geometridae,Lepidoptera
Cinygmula,Heptageniidae,Ephemeroptera
Cionus,Curculionidae,Coleoptera
Circotettix,Acrididae,Orthoptera
Cirrhophanus,Noctuidae,Lepidoptera
Cis,Ciidae,Coleoptera
Cisseps,Erebidae,Lepidoptera
Cissites,Meloidae,Coleoptera
Cissusa,Erebidae,Lepidoptera
Cissuvora,Sesiidae,Lepidoptera
Cisthene,Erebidae,Lepidoptera
Citheronia,Saturniidae,Lepidoptera
Cixidia,Achilidae,Hemiptera
Cixius,Cixiidae,Hemiptera
Claassenia,Perlidae,Plecoptera
Cladara,Geometridae,Lepidoptera
Cladius,Tenthredinidae,Hymenoptera
Cladura,Limoniidae,Diptera
Clairvillia,Tachinidae,Diptera
Clambus,Clambidae,Coleoptera
Clamoris,Tenebrionidae,Coleoptera
Clanoneurum,Ephydridae,Diptera
Clastoptera,Clastopteridae,Hemiptera
Clathroneuria,Myrmeleontidae,Neuroptera
Clausicella,Tachinidae,Diptera
Clemensia,Erebidae,Lepidoptera
Cleonis,Curculionidae,Coleoptera
Cleopomiarus,Curculionidae,Coleoptera
Cleora,Geometridae,Lepidoptera
Clepsis,Tortricidae,Lepidoptera
Cleruchus,Mymaridae,Hymenoptera
Clidophleps,Cicadidae,Hemiptera
Climacia,Sisyridae,Neuroptera
Climaciella,Mantispidae,Neuroptera
Clinidium,Rhysodidae,Coleoptera
Cliniodes,Crambidae,Lepidoptera
Clinopleura,Tettigoniidae,Orthoptera
Clioperla,Perlodidae,Plecoptera
Clistopyga,Ichneumonidae,Hymenoptera
Clivina,Carabidae,Coleoptera
Clivinema,Miridae,Hemiptera
Cloeon,Baetidae,Ephemeroptera
Clogmia,Psychodidae,Diptera
Clostera,Notodontidae,Lepidoptera
Closterocerus,Eulophidae,Hymenoptera
Closterocoris,Miridae,Hemiptera
Closterotomus,Miridae,Hemiptera
Clostoeca,Limnephilidae,Trichoptera
Clunio,Chironomidae,Diptera
Clusia,Clusiidae,Diptera
Clusiodes,Clusiidae,Diptera
Clydonopteron,Pyralidae,Lepidoptera
Clypastraea,Corylophidae,Coleoptera
Clytocerus,Psychodidae,Diptera
Clytus,Cerambycidae,Coleoptera
Cnaemidophorus,Pterophoridae,Lepidoptera
Cnaphalocrocis,Crambidae,Lepidoptera
Cnemodus,Rhyparochromidae,Hemiptera
Cnemotettix,Anostostomatidae,Orthoptera
Cnephasia,Tortricidae,Lepidoptera
Cnestus,Curculionidae,Coleoptera
Cobalos,Noctuidae,Lepidoptera
Cobubatha,Noctuidae,Lepidoptera
Coccidula,Coccinellidae,Coleoptera
Coccinella,Coccinellidae,Coleoptera
Coccivora,Anthocoridae,Hemiptera
Coccobaphes,Miridae,Hemiptera
Coccophagus,Aphelinidae,Hymenoptera
Coccotrypes,Curculionidae,Coleoptera
Coccus,Coccidae,Hemiptera
Cochisea,Geometridae,Lepidoptera
Cochliomyia,Calliphoridae,Diptera
Cochlorhinus,Cicadellidae,Hemiptera
Cochylis,Tortricidae,Lepidoptera
Cocytius,Sphingidae,Lepidoptera
Codatractus,Hesperiidae,Lepidoptera
Coelambus,Dytiscidae,Coleoptera
Coelichneumon,Ichneumonidae,Hymenoptera
Coelioxys,Megachilidae,Hymenoptera
Coelocnemis,Tenebrionidae,Coleoptera
Coelopa,Coelopidae,Diptera
Coelophora,Coccinellidae,Coleoptera
Coelostathma,Tortricidae,Lepidoptera
Coelotanypus,Chironomidae,Diptera
Coelus,Tenebrionidae,Coleoptera
Coenagrion,Coenagrionidae,Odonata
Coenia,Ephydridae,Diptera
Coenipeta,Erebidae,Lepidoptera
Coenochroa,Pyralidae,Lepidoptera
Coenomyia,Xylophagidae,Diptera
Coenonycha,Scarabaeidae,Coleoptera
Coenonympha,Nymphalidae,Lepidoptera
Coenopoeus,Cerambycidae,Coleoptera
Coenosia,Muscidae,Diptera
Coenus,Pentatomidae,Hemiptera
Cogia,Hesperiidae,Lepidoptera
Colaspidea,Chrysomelidae,Coleoptera
Colaspis,Chrysomelidae,Coleoptera
Colecerus,Curculionidae,Coleoptera
Coleocentrus,Ichneumonidae,Hymenoptera
Coleomegilla,Coccinellidae,Coleoptera
Coleomethia,Cerambycidae,Coleoptera
Coleophora,Coleophoridae,Lepidoptera
Coleorozena,Chrysomelidae,Coleoptera
Coleotechnites,Gelechiidae,Lepidoptera
Coleothorpa,Chrysomelidae,Coleoptera
Colias,Pieridae,Lepidoptera
Colladonus,Cicadellidae,Hemiptera
Collaria,Miridae,Hemiptera
Colletes,Colletidae,Hymenoptera
Colliuris,Carabidae,Coleoptera
Collops,Melyridae,Coleoptera
Colobochyla,Erebidae,Lepidoptera
Colobopsis,Formicidae,Hymenoptera
Colobura,Nymphalidae,Lepidoptera
Colocasia,Noctuidae,Lepidoptera
Colomychus,Crambidae,Lepidoptera
Colopha,Aphididae,Hemiptera
Colopterus,Nitidulidae,Coleoptera
Coloradia,Saturniidae,Lepidoptera
Colpotrochia,Ichneumonidae,Hymenoptera
Colydium,Zopheridae,Coleoptera
Colymbetes,Dytiscidae,Coleoptera
Comachara,Noctuidae,Lepidoptera
Comadia,Cossidae,Lepidoptera
Compacta,Crambidae,Lepidoptera
Composia,Erebidae,Lepidoptera
Compsidolon,Miridae,Hemiptera
Compsilura,Tachinidae,Diptera
Compsobata,Micropezidae,Diptera
Compsocryptus,Ichneumonidae,Hymenoptera
Compsodes,Corydiidae,Blattodea
Compsus,Curculionidae,Coleoptera
Conalcaea,Acrididae,Orthoptera
Conchylodes,Crambidae,Lepidoptera
Condica,Noctuidae,Lepidoptera
Condylolomia,Pyralidae,Lepidoptera
Condylorrhiza,Crambidae,Lepidoptera
Condylostylus,Dolichopodidae,Diptera
Coniatus,Curculionidae,Coleoptera
Coniontis,Tenebrionidae,Coleoptera
Conocephalus,Tettigoniidae,Orthoptera
Conoderus,Elateridae,Coleoptera
Conophorus,Bombyliidae,Diptera
Conotelus,Nitidulidae,Coleoptera
Conotrachelus,Curculionidae,Coleoptera
Conozoa,Acrididae,Orthoptera
Conquistator,Pentatomidae,Hemiptera
Conservula,Noctuidae,Lepidoptera
Contacyphon,Scirtidae,Coleoptera
Contarinia,Cecidomyiidae,Diptera
Conura,Chalcididae,Hymenoptera
Copablepharon,Noctuidae,Lepidoptera
Copaeodes,Hesperiidae,Lepidoptera
Copanarta,Noctuidae,Lepidoptera
Copelatus,Dytiscidae,Coleoptera
Copestylum,Syrphidae,Diptera
Cophes,Curculionidae,Coleoptera
Cophura,Asilidae,Diptera
Copicerus,Delphacidae,Hemiptera
Copidita,Oedemeridae,Coleoptera
Copidosoma,Encyrtidae,Hymenoptera
Copivaleria,Noctuidae,Lepidoptera
Copris,Scarabaeidae,Coleoptera
Coprophanaeus,Scarabaeidae,Coleoptera
Coptocycla,Chrysomelidae,Coleoptera
Coptodisca,Heliozelidae,Lepidoptera
Coptotermes,Rhinotermitidae,Blattodea
Coptotomus,Dytiscidae,Coleoptera
